,Provinsi,Tahun_dt,Akses_Air(%),Curah_Hujan(mm),Kepadatan_Penduduk(jiwa/km2)
0,ACEH,2010-01-01,29.02,9.760027397260274,78
1,ACEH,2010-02-01,31.406666666666666,9.622851598173515,78
2,ACEH,2010-03-01,33.79333333333333,9.485675799086758,78
3,ACEH,2010-04-01,36.18,9.3485,78
4,ACEH,2010-05-01,38.56666666666666,9.211324200913241,79
5,ACEH,2010-06-01,40.95333333333333,9.074148401826484,79
6,ACEH,2010-07-01,43.339999999999996,8.936972602739726,79
7,ACEH,2010-08-01,45.72666666666666,8.799796803652967,79
8,ACEH,2010-09-01,48.11333333333333,8.66262100456621,79
9,ACEH,2010-10-01,50.5,8.525445205479452,80
10,ACEH,2010-11-01,52.88666666666666,8.388269406392693,80
11,ACEH,2010-12-01,55.273333333333326,8.251093607305936,80
12,ACEH,2011-01-01,57.66,8.113917808219178,80
13,ACEH,2011-02-01,57.52583333333333,8.025009812361205,80
14,ACEH,2011-03-01,57.391666666666666,7.936101816503231,80
15,ACEH,2011-04-01,57.25749999999999,7.847193820645257,80
16,ACEH,2011-05-01,57.12333333333333,7.758285824787285,80
17,ACEH,2011-06-01,56.98916666666666,7.669377828929311,80
18,ACEH,2011-07-01,56.855,7.580469833071337,80
19,ACEH,2011-08-01,56.72083333333333,7.491561837213364,81
20,ACEH,2011-09-01,56.586666666666666,7.402653841355391,81
21,ACEH,2011-10-01,56.4525,7.313745845497418,81
22,ACEH,2011-11-01,56.31833333333333,7.224837849639444,81
23,ACEH,2011-12-01,56.18416666666666,7.135929853781471,81
24,ACEH,2012-01-01,56.05,7.047021857923498,81
25,ACEH,2012-02-01,56.442499999999995,7.078680995333983,81
26,ACEH,2012-03-01,56.834999999999994,7.110340132744467,81
27,ACEH,2012-04-01,57.2275,7.141999270154952,82
28,ACEH,2012-05-01,57.62,7.173658407565437,82
29,ACEH,2012-06-01,58.012499999999996,7.205317544975921,82
30,ACEH,2012-07-01,58.405,7.236976682386406,82
31,ACEH,2012-08-01,58.7975,7.268635819796891,82
32,ACEH,2012-09-01,59.19,7.300294957207376,82
33,ACEH,2012-10-01,59.582499999999996,7.331954094617861,82
34,ACEH,2012-11-01,59.974999999999994,7.363613232028346,83
35,ACEH,2012-12-01,60.3675,7.39527236943883,83
36,ACEH,2013-01-01,60.76,7.426931506849315,83
37,ACEH,2013-02-01,60.59166666666667,7.5793401826484015,83
38,ACEH,2013-03-01,60.42333333333333,7.731748858447489,83
39,ACEH,2013-04-01,60.254999999999995,7.884157534246575,84
40,ACEH,2013-05-01,60.086666666666666,8.036566210045661,84
41,ACEH,2013-06-01,59.91833333333334,8.188974885844749,84
42,ACEH,2013-07-01,59.75,8.341383561643836,84
43,ACEH,2013-08-01,59.58166666666666,8.493792237442921,84
44,ACEH,2013-09-01,59.413333333333334,8.646200913242009,84
45,ACEH,2013-10-01,59.245000000000005,8.798609589041096,84
46,ACEH,2013-11-01,59.07666666666667,8.951018264840183,85
47,ACEH,2013-12-01,58.90833333333333,9.103426940639268,85
48,ACEH,2014-01-01,58.74,9.255835616438356,85
49,ACEH,2014-02-01,58.947500000000005,9.09062100456621,85
50,ACEH,2014-03-01,59.155,8.925406392694063,85
51,ACEH,2014-04-01,59.3625,8.760191780821918,85
52,ACEH,2014-05-01,59.57,8.594977168949772,85
53,ACEH,2014-06-01,59.7775,8.429762557077625,85
54,ACEH,2014-07-01,59.985,8.264547945205479,86
55,ACEH,2014-08-01,60.192499999999995,8.099333333333332,86
56,ACEH,2014-09-01,60.4,7.934118721461187,86
57,ACEH,2014-10-01,60.6075,7.768904109589041,86
58,ACEH,2014-11-01,60.815,7.6036894977168945,86
59,ACEH,2014-12-01,61.022499999999994,7.438474885844748,86
60,ACEH,2015-01-01,61.23,7.273260273972602,86
61,ACEH,2015-02-01,61.40333333333333,7.294566453327345,86
62,ACEH,2015-03-01,61.57666666666667,7.315872632682087,86
63,ACEH,2015-04-01,61.75,7.337178812036829,86
64,ACEH,2015-05-01,61.92333333333333,7.358484991391571,87
65,ACEH,2015-06-01,62.096666666666664,7.379791170746314,87
66,ACEH,2015-07-01,62.269999999999996,7.401097350101056,87
67,ACEH,2015-08-01,62.443333333333335,7.4224035294557975,87
68,ACEH,2015-09-01,62.61666666666667,7.44370970881054,87
69,ACEH,2015-10-01,62.79,7.465015888165283,88
70,ACEH,2015-11-01,62.96333333333334,7.486322067520025,88
71,ACEH,2015-12-01,63.13666666666667,7.507628246874766,88
72,ACEH,2016-01-01,63.31,7.528934426229509,88
73,ACEH,2016-02-01,63.43833333333333,7.57808258477431,88
74,ACEH,2016-03-01,63.56666666666667,7.627230743319111,88
75,ACEH,2016-04-01,63.695,7.676378901863912,88
76,ACEH,2016-05-01,63.82333333333333,7.725527060408713,89
77,ACEH,2016-06-01,63.95166666666667,7.774675218953514,89
78,ACEH,2016-07-01,64.08,7.823823377498316,89
79,ACEH,2016-08-01,64.20833333333333,7.872971536043117,89
80,ACEH,2016-09-01,64.33666666666666,7.922119694587918,89
81,ACEH,2016-10-01,64.465,7.971267853132719,90
82,ACEH,2016-11-01,64.59333333333333,8.02041601167752,90
83,ACEH,2016-12-01,64.72166666666666,8.069564170222321,90
84,ACEH,2017-01-01,64.85,8.118712328767122,90
85,ACEH,2017-02-01,64.98583333333333,8.108321917808219,90
86,ACEH,2017-03-01,65.12166666666667,8.097931506849314,90
87,ACEH,2017-04-01,65.2575,8.08754109589041,90
88,ACEH,2017-05-01,65.39333333333333,8.077150684931507,90
89,ACEH,2017-06-01,65.52916666666667,8.066760273972601,90
90,ACEH,2017-07-01,65.66499999999999,8.056369863013698,90
91,ACEH,2017-08-01,65.80083333333333,8.045979452054794,91
92,ACEH,2017-09-01,65.93666666666667,8.03558904109589,91
93,ACEH,2017-10-01,66.0725,8.025198630136986,91
94,ACEH,2017-11-01,66.20833333333334,8.014808219178082,91
95,ACEH,2017-12-01,66.34416666666667,8.004417808219177,91
96,ACEH,2018-01-01,66.48,7.994027397260274,91
97,ACEH,2018-02-01,68.09083333333334,7.8025958904109585,91
98,ACEH,2018-03-01,69.70166666666667,7.611164383561643,91
99,ACEH,2018-04-01,71.3125,7.419732876712328,92
100,ACEH,2018-05-01,72.92333333333333,7.228301369863013,92
101,ACEH,2018-06-01,74.53416666666666,7.036869863013698,92
102,ACEH,2018-07-01,76.14500000000001,6.845438356164383,92
103,ACEH,2018-08-01,77.75583333333333,6.654006849315068,92
104,ACEH,2018-09-01,79.36666666666667,6.462575342465753,92
105,ACEH,2018-10-01,80.9775,6.271143835616438,92
106,ACEH,2018-11-01,82.58833333333334,6.079712328767123,93
107,ACEH,2018-12-01,84.19916666666667,5.8882808219178076,93
108,ACEH,2019-01-01,85.81,5.6968493150684925,93
109,ACEH,2019-02-01,85.96416666666667,6.026283092546847,93
110,ACEH,2019-03-01,86.11833333333334,6.355716870025201,93
111,ACEH,2019-04-01,86.27250000000001,6.685150647503555,92
112,ACEH,2019-05-01,86.42666666666666,7.014584424981909,92
113,ACEH,2019-06-01,86.58083333333333,7.344018202460264,92
114,ACEH,2019-07-01,86.735,7.673451979938618,92
115,ACEH,2019-08-01,86.88916666666667,8.002885757416973,92
116,ACEH,2019-09-01,87.04333333333334,8.332319534895326,92
117,ACEH,2019-10-01,87.19749999999999,8.661753312373682,92
118,ACEH,2019-11-01,87.35166666666666,8.991187089852035,91
119,ACEH,2019-12-01,87.50583333333333,9.32062086733039,91
120,ACEH,2020-01-01,87.66,9.650054644808744,91
121,ACEH,2020-02-01,87.75416666666666,9.545139132170572,91
122,ACEH,2020-03-01,87.84833333333333,9.4402236195324,91
123,ACEH,2020-04-01,87.9425,9.335308106894228,91
124,ACEH,2020-05-01,88.03666666666666,9.230392594256058,91
125,ACEH,2020-06-01,88.13083333333333,9.125477081617886,91
126,ACEH,2020-07-01,88.225,9.020561568979714,92
127,ACEH,2020-08-01,88.31916666666667,8.915646056341542,92
128,ACEH,2020-09-01,88.41333333333334,8.81073054370337,92
129,ACEH,2020-10-01,88.50750000000001,8.7058150310652,92
130,ACEH,2020-11-01,88.60166666666667,8.600899518427028,92
131,ACEH,2020-12-01,88.69583333333334,8.495984005788856,92
132,ACEH,2021-01-01,88.79,8.391068493150684,92
133,ACEH,2021-02-01,88.86583333333334,8.442385844748857,92
134,ACEH,2021-03-01,88.94166666666668,8.493703196347031,92
135,ACEH,2021-04-01,89.01750000000001,8.545020547945205,93
136,ACEH,2021-05-01,89.09333333333333,8.596337899543379,93
137,ACEH,2021-06-01,89.16916666666667,8.647655251141552,93
138,ACEH,2021-07-01,89.245,8.698972602739726,94
139,ACEH,2021-08-01,89.32083333333334,8.7502899543379,94
140,ACEH,2021-09-01,89.39666666666668,8.801607305936074,94
141,ACEH,2021-10-01,89.4725,8.852924657534247,94
142,ACEH,2021-11-01,89.54833333333333,8.904242009132421,94
143,ACEH,2021-12-01,89.62416666666667,8.955559360730595,95
144,ACEH,2022-01-01,89.7,9.006876712328769,95
145,ACEH,2022-02-01,89.70333333333333,8.952753424657535,95
146,ACEH,2022-03-01,89.70666666666666,8.898630136986302,95
147,ACEH,2022-04-01,89.71000000000001,8.844506849315069,95
148,ACEH,2022-05-01,89.71333333333334,8.790383561643836,95
149,ACEH,2022-06-01,89.71666666666667,8.736260273972603,95
150,ACEH,2022-07-01,89.72,8.68213698630137,96
151,ACEH,2022-08-01,89.72333333333333,8.628013698630138,96
152,ACEH,2022-09-01,89.72666666666666,8.573890410958905,96
153,ACEH,2022-10-01,89.72999999999999,8.519767123287671,96
154,ACEH,2022-11-01,89.73333333333333,8.465643835616438,96
155,ACEH,2022-12-01,89.73666666666666,8.411520547945205,96
156,ACEH,2023-01-01,89.74,8.357397260273972,96
157,ACEH,2023-02-01,89.76833333333333,8.322085922099957,96
158,ACEH,2023-03-01,89.79666666666667,8.286774583925942,96
159,ACEH,2023-04-01,89.82499999999999,8.251463245751927,96
160,ACEH,2023-05-01,89.85333333333332,8.216151907577911,97
161,ACEH,2023-06-01,89.88166666666666,8.180840569403896,97
162,ACEH,2023-07-01,89.91,8.145529231229881,97
163,ACEH,2023-08-01,89.93833333333333,8.110217893055866,97
164,ACEH,2023-09-01,89.96666666666667,8.074906554881851,97
165,ACEH,2023-10-01,89.995,8.039595216707836,98
166,ACEH,2023-11-01,90.02333333333333,8.00428387853382,98
167,ACEH,2023-12-01,90.05166666666666,7.968972540359806,98
168,ACEH,2024-01-01,90.08,7.933661202185791,98
169,ACEH,2024-02-01,90.245,7.967328086808959,98
170,ACEH,2024-03-01,90.41,8.000994971432128,98
171,ACEH,2024-04-01,90.575,8.034661856055298,98
172,ACEH,2024-05-01,90.74,8.068328740678467,98
173,ACEH,2024-06-01,90.905,8.101995625301635,98
174,ACEH,2024-07-01,91.07,8.135662509924805,98
175,ACEH,2024-08-01,91.235,8.169329394547974,99
176,ACEH,2024-09-01,91.4,8.202996279171142,99
177,ACEH,2024-10-01,91.565,8.236663163794312,99
178,ACEH,2024-11-01,91.73,8.270330048417481,99
179,ACEH,2024-12-01,91.895,8.303996933040649,99
180,ACEH,2025-01-01,92.06,8.337663817663818,99
181,BALI,2010-01-01,48.44,6.547671232876713,676
182,BALI,2010-02-01,51.361666666666665,6.37194292237443,677
183,BALI,2010-03-01,54.28333333333333,6.196214611872147,678
184,BALI,2010-04-01,57.205,6.020486301369863,678
185,BALI,2010-05-01,60.126666666666665,5.84475799086758,679
186,BALI,2010-06-01,63.04833333333333,5.6690296803652975,680
187,BALI,2010-07-01,65.97,5.493301369863014,680
188,BALI,2010-08-01,68.89166666666667,5.317573059360731,681
189,BALI,2010-09-01,71.81333333333333,5.141844748858448,682
190,BALI,2010-10-01,74.735,4.966116438356165,683
191,BALI,2010-11-01,77.65666666666667,4.790388127853882,684
192,BALI,2010-12-01,80.57833333333333,4.6146598173515985,684
193,BALI,2011-01-01,83.5,4.438931506849316,685
194,BALI,2011-02-01,83.9475,4.420373006961599,686
195,BALI,2011-03-01,84.395,4.401814507073883,686
196,BALI,2011-04-01,84.8425,4.3832560071861675,687
197,BALI,2011-05-01,85.29,4.364697507298451,688
198,BALI,2011-06-01,85.7375,4.346139007410734,688
199,BALI,2011-07-01,86.185,4.3275805075230185,689
200,BALI,2011-08-01,86.63250000000001,4.309022007635303,690
201,BALI,2011-09-01,87.08,4.290463507747586,690
202,BALI,2011-10-01,87.5275,4.2719050078598695,691
203,BALI,2011-11-01,87.97500000000001,4.253346507972154,692
204,BALI,2011-12-01,88.4225,4.234788008084438,692
205,BALI,2012-01-01,88.87,4.216229508196721,693
206,BALI,2012-02-01,88.84666666666666,4.321952391646081,694
207,BALI,2012-03-01,88.82333333333334,4.427675275095441,694
208,BALI,2012-04-01,88.80000000000001,4.533398158544801,695
209,BALI,2012-05-01,88.77666666666667,4.639121041994161,696
210,BALI,2012-06-01,88.75333333333333,4.744843925443521,697
211,BALI,2012-07-01,88.73,4.850566808892881,698
212,BALI,2012-08-01,88.70666666666668,4.956289692342241,698
213,BALI,2012-09-01,88.68333333333334,5.062012575791601,699
214,BALI,2012-10-01,88.66,5.167735459240961,700
215,BALI,2012-11-01,88.63666666666667,5.273458342690321,700
216,BALI,2012-12-01,88.61333333333334,5.379181226139681,701
217,BALI,2013-01-01,88.59,5.484904109589041,702
218,BALI,2013-02-01,88.63166666666667,5.345840182648402,703
219,BALI,2013-03-01,88.67333333333333,5.206776255707763,703
220,BALI,2013-04-01,88.715,5.067712328767123,704
221,BALI,2013-05-01,88.75666666666667,4.928648401826484,705
222,BALI,2013-06-01,88.79833333333333,4.789584474885845,705
223,BALI,2013-07-01,88.84,4.650520547945206,706
224,BALI,2013-08-01,88.88166666666667,4.511456621004566,707
225,BALI,2013-09-01,88.92333333333333,4.372392694063927,707
226,BALI,2013-10-01,88.965,4.233328767123288,708
227,BALI,2013-11-01,89.00666666666667,4.094264840182649,709
228,BALI,2013-12-01,89.04833333333333,3.955200913242009,709
229,BALI,2014-01-01,89.09,3.81613698630137,710
230,BALI,2014-02-01,89.27166666666668,3.7603059360730597,711
231,BALI,2014-03-01,89.45333333333333,3.704474885844749,711
232,BALI,2014-04-01,89.635,3.6486438356164386,712
233,BALI,2014-05-01,89.81666666666666,3.5928127853881278,713
234,BALI,2014-06-01,89.99833333333333,3.5369817351598174,713
235,BALI,2014-07-01,90.18,3.4811506849315066,714
236,BALI,2014-08-01,90.36166666666666,3.4253196347031962,715
237,BALI,2014-09-01,90.54333333333334,3.369488584474886,715
238,BALI,2014-10-01,90.725,3.313657534246575,716
239,BALI,2014-11-01,90.90666666666667,3.2578264840182647,717
240,BALI,2014-12-01,91.08833333333332,3.201995433789954,717
241,BALI,2015-01-01,91.27,3.1461643835616435,718
242,BALI,2015-02-01,91.05666666666666,3.3537768233650223,719
243,BALI,2015-03-01,90.84333333333333,3.5613892631684005,720
244,BALI,2015-04-01,90.63,3.769001702971779,720
245,BALI,2015-05-01,90.41666666666666,3.9766141427751576,721
246,BALI,2015-06-01,90.20333333333333,4.184226582578536,722
247,BALI,2015-07-01,89.99,4.391839022381914,722
248,BALI,2015-08-01,89.77666666666666,4.599451462185293,723
249,BALI,2015-09-01,89.56333333333333,4.807063901988672,724
250,BALI,2015-10-01,89.35,5.01467634179205,725
251,BALI,2015-11-01,89.13666666666666,5.222288781595429,726
252,BALI,2015-12-01,88.92333333333333,5.429901221398807,726
253,BALI,2016-01-01,88.71,5.637513661202186,727
254,BALI,2016-02-01,88.88833333333332,5.627894372083738,728
255,BALI,2016-03-01,89.06666666666666,5.618275082965292,728
256,BALI,2016-04-01,89.24499999999999,5.608655793846845,729
257,BALI,2016-05-01,89.42333333333333,5.599036504728398,730
258,BALI,2016-06-01,89.60166666666666,5.58941721560995,730
259,BALI,2016-07-01,89.78,5.579797926491503,731
260,BALI,2016-08-01,89.95833333333333,5.570178637373057,732
261,BALI,2016-09-01,90.13666666666666,5.56055934825461,732
262,BALI,2016-10-01,90.315,5.550940059136162,733
263,BALI,2016-11-01,90.49333333333333,5.541320770017716,734
264,BALI,2016-12-01,90.67166666666667,5.531701480899269,734
265,BALI,2017-01-01,90.85,5.522082191780822,735
266,BALI,2017-02-01,90.85416666666666,5.390810502283105,736
267,BALI,2017-03-01,90.85833333333333,5.2595388127853875,736
268,BALI,2017-04-01,90.8625,5.128267123287671,737
269,BALI,2017-05-01,90.86666666666666,4.996995433789954,738
270,BALI,2017-06-01,90.87083333333334,4.865723744292238,738
271,BALI,2017-07-01,90.875,4.73445205479452,739
272,BALI,2017-08-01,90.87916666666666,4.6031803652968035,740
273,BALI,2017-09-01,90.88333333333334,4.471908675799087,740
274,BALI,2017-10-01,90.8875,4.340636986301369,741
275,BALI,2017-11-01,90.89166666666667,4.209365296803653,742
276,BALI,2017-12-01,90.89583333333334,4.078093607305936,742
277,BALI,2018-01-01,90.9,3.946821917808219,743
278,BALI,2018-02-01,91.39500000000001,3.8593287671232877,744
279,BALI,2018-03-01,91.89,3.771835616438356,744
280,BALI,2018-04-01,92.385,3.6843424657534243,745
281,BALI,2018-05-01,92.88000000000001,3.596849315068493,745
282,BALI,2018-06-01,93.375,3.5093561643835613,746
283,BALI,2018-07-01,93.87,3.42186301369863,746
284,BALI,2018-08-01,94.36500000000001,3.3343698630136984,747
285,BALI,2018-09-01,94.86,3.246876712328767,748
286,BALI,2018-10-01,95.355,3.1593835616438355,748
287,BALI,2018-11-01,95.85000000000001,3.071890410958904,749
288,BALI,2018-12-01,96.345,2.984397260273972,749
289,BALI,2019-01-01,96.84,2.8969041095890407,750
290,BALI,2019-02-01,96.88333333333334,3.049646162387404,750
291,BALI,2019-03-01,96.92666666666668,3.202388215185767,750
292,BALI,2019-04-01,96.97,3.3551302679841304,749
293,BALI,2019-05-01,97.01333333333334,3.5078723207824933,749
294,BALI,2019-06-01,97.05666666666667,3.6606143735808567,749
295,BALI,2019-07-01,97.1,3.8133564263792197,748
296,BALI,2019-08-01,97.14333333333333,3.966098479177583,748
297,BALI,2019-09-01,97.18666666666667,4.1188405319759465,748
298,BALI,2019-10-01,97.23,4.271582584774309,748
299,BALI,2019-11-01,97.27333333333334,4.424324637572672,748
300,BALI,2019-12-01,97.31666666666666,4.577066690371035,747
301,BALI,2020-01-01,97.36,4.729808743169399,747
302,BALI,2020-02-01,97.37666666666667,4.8782059597774285,748
303,BALI,2020-03-01,97.39333333333333,5.026603176385458,748
304,BALI,2020-04-01,97.41,5.175000392993487,749
305,BALI,2020-05-01,97.42666666666666,5.323397609601518,750
306,BALI,2020-06-01,97.44333333333333,5.471794826209547,750
307,BALI,2020-07-01,97.46000000000001,5.6201920428175764,751
308,BALI,2020-08-01,97.47666666666667,5.768589259425606,752
309,BALI,2020-09-01,97.49333333333334,5.916986476033635,752
310,BALI,2020-10-01,97.51,6.0653836926416655,753
311,BALI,2020-11-01,97.52666666666667,6.213780909249694,754
312,BALI,2020-12-01,97.54333333333334,6.362178125857724,754
313,BALI,2021-01-01,97.56,6.510575342465754,755
314,BALI,2021-02-01,97.63166666666667,6.476926940639269,758
315,BALI,2021-03-01,97.70333333333333,6.443278538812786,761
316,BALI,2021-04-01,97.775,6.409630136986301,764
317,BALI,2021-05-01,97.84666666666666,6.375981735159818,767
318,BALI,2021-06-01,97.91833333333334,6.342333333333333,770
319,BALI,2021-07-01,97.99000000000001,6.30868493150685,772
320,BALI,2021-08-01,98.06166666666667,6.275036529680365,775
321,BALI,2021-09-01,98.13333333333334,6.241388127853881,778
322,BALI,2021-10-01,98.205,6.207739726027397,781
323,BALI,2021-11-01,98.27666666666667,6.174091324200913,784
324,BALI,2021-12-01,98.34833333333333,6.1404429223744295,787
325,BALI,2022-01-01,98.42,6.106794520547945,790
326,BALI,2022-02-01,98.41083333333333,5.921127853881278,790
327,BALI,2022-03-01,98.40166666666667,5.735461187214612,790
328,BALI,2022-04-01,98.3925,5.549794520547945,790
329,BALI,2022-05-01,98.38333333333334,5.364127853881278,789
330,BALI,2022-06-01,98.37416666666667,5.178461187214611,789
331,BALI,2022-07-01,98.36500000000001,4.992794520547945,789
332,BALI,2022-08-01,98.35583333333334,4.807127853881278,789
333,BALI,2022-09-01,98.34666666666666,4.621461187214612,789
334,BALI,2022-10-01,98.3375,4.435794520547945,788
335,BALI,2022-11-01,98.32833333333333,4.250127853881279,788
336,BALI,2022-12-01,98.31916666666667,4.0644611872146115,788
337,BALI,2023-01-01,98.31,3.878794520547945,788
338,BALI,2023-02-01,98.31083333333333,3.9647601866407163,788
339,BALI,2023-03-01,98.31166666666667,4.050725852733488,789
340,BALI,2023-04-01,98.3125,4.136691518826259,789
341,BALI,2023-05-01,98.31333333333333,4.222657184919031,790
342,BALI,2023-06-01,98.31416666666667,4.308622851011802,790
343,BALI,2023-07-01,98.315,4.394588517104574,790
344,BALI,2023-08-01,98.31583333333333,4.480554183197345,791
345,BALI,2023-09-01,98.31666666666666,4.566519849290117,791
346,BALI,2023-10-01,98.3175,4.652485515382888,792
347,BALI,2023-11-01,98.31833333333333,4.73845118147566,792
348,BALI,2023-12-01,98.31916666666666,4.824416847568431,793
349,BALI,2024-01-01,98.32,4.910382513661203,793
350,BALI,2024-02-01,98.35583333333332,5.037862508367973,793
351,BALI,2024-03-01,98.39166666666667,5.1653425030747435,794
352,BALI,2024-04-01,98.4275,5.292822497781515,794
353,BALI,2024-05-01,98.46333333333332,5.420302492488285,795
354,BALI,2024-06-01,98.49916666666667,5.547782487195056,795
355,BALI,2024-07-01,98.535,5.675262481901826,796
356,BALI,2024-08-01,98.57083333333333,5.802742476608596,796
357,BALI,2024-09-01,98.60666666666667,5.930222471315367,796
358,BALI,2024-10-01,98.6425,6.057702466022137,797
359,BALI,2024-11-01,98.67833333333333,6.1851824607289085,797
360,BALI,2024-12-01,98.71416666666667,6.312662455435679,798
361,BALI,2025-01-01,98.75,6.440142450142449,798
362,BANTEN,2010-01-01,22.32,7.311643835616438,1106
363,BANTEN,2010-02-01,25.6,7.056988584474886,1108
364,BANTEN,2010-03-01,28.88,6.802333333333333,1110
365,BANTEN,2010-04-01,32.16,6.547678082191781,1113
366,BANTEN,2010-05-01,35.44,6.293022831050228,1115
367,BANTEN,2010-06-01,38.72,6.038367579908676,1117
368,BANTEN,2010-07-01,42.0,5.783712328767123,1120
369,BANTEN,2010-08-01,45.28,5.529057077625571,1122
370,BANTEN,2010-09-01,48.56,5.274401826484018,1124
371,BANTEN,2010-10-01,51.84,5.019746575342466,1126
372,BANTEN,2010-11-01,55.12,4.765091324200913,1128
373,BANTEN,2010-12-01,58.4,4.510436073059361,1131
374,BANTEN,2011-01-01,61.68,4.255780821917808,1133
375,BANTEN,2011-02-01,61.74916666666667,4.300504004790778,1135
376,BANTEN,2011-03-01,61.818333333333335,4.345227187663747,1137
377,BANTEN,2011-04-01,61.8875,4.389950370536717,1140
378,BANTEN,2011-05-01,61.95666666666666,4.434673553409686,1142
379,BANTEN,2011-06-01,62.02583333333333,4.479396736282656,1144
380,BANTEN,2011-07-01,62.095,4.524119919155625,1146
381,BANTEN,2011-08-01,62.16416666666667,4.568843102028595,1148
382,BANTEN,2011-09-01,62.233333333333334,4.613566284901564,1150
383,BANTEN,2011-10-01,62.302499999999995,4.658289467774534,1152
384,BANTEN,2011-11-01,62.37166666666666,4.703012650647503,1155
385,BANTEN,2011-12-01,62.44083333333333,4.747735833520473,1157
386,BANTEN,2012-01-01,62.51,4.792459016393442,1159
387,BANTEN,2012-02-01,62.765,5.037505239913167,1161
388,BANTEN,2012-03-01,63.019999999999996,5.282551463432892,1163
389,BANTEN,2012-04-01,63.275,5.527597686952616,1166
390,BANTEN,2012-05-01,63.529999999999994,5.772643910472341,1168
391,BANTEN,2012-06-01,63.785,6.017690133992065,1170
392,BANTEN,2012-07-01,64.03999999999999,6.262736357511789,1172
393,BANTEN,2012-08-01,64.295,6.507782581031514,1174
394,BANTEN,2012-09-01,64.55,6.752828804551239,1176
395,BANTEN,2012-10-01,64.80499999999999,6.997875028070964,1178
396,BANTEN,2012-11-01,65.05999999999999,7.242921251590689,1181
397,BANTEN,2012-12-01,65.315,7.487967475110413,1183
398,BANTEN,2013-01-01,65.57,7.733013698630137,1185
399,BANTEN,2013-02-01,65.65583333333333,7.692876712328768,1187
400,BANTEN,2013-03-01,65.74166666666666,7.652739726027398,1189
401,BANTEN,2013-04-01,65.82749999999999,7.612602739726028,1192
402,BANTEN,2013-05-01,65.91333333333333,7.572465753424658,1194
403,BANTEN,2013-06-01,65.99916666666667,7.532328767123288,1196
404,BANTEN,2013-07-01,66.085,7.492191780821917,1198
405,BANTEN,2013-08-01,66.17083333333332,7.4520547945205475,1200
406,BANTEN,2013-09-01,66.25666666666666,7.411917808219178,1202
407,BANTEN,2013-10-01,66.3425,7.371780821917808,1204
408,BANTEN,2013-11-01,66.42833333333333,7.331643835616438,1207
409,BANTEN,2013-12-01,66.51416666666665,7.291506849315068,1209
410,BANTEN,2014-01-01,66.6,7.251369863013698,1211
411,BANTEN,2014-02-01,66.69,7.122520547945205,1213
412,BANTEN,2014-03-01,66.78,6.993671232876712,1215
413,BANTEN,2014-04-01,66.87,6.864821917808219,1218
414,BANTEN,2014-05-01,66.96,6.735972602739726,1220
415,BANTEN,2014-06-01,67.05,6.607123287671232,1222
416,BANTEN,2014-07-01,67.14,6.478273972602739,1224
417,BANTEN,2014-08-01,67.23,6.349424657534247,1226
418,BANTEN,2014-09-01,67.32000000000001,6.220575342465753,1228
419,BANTEN,2014-10-01,67.41,6.09172602739726,1230
420,BANTEN,2014-11-01,67.5,5.962876712328766,1233
421,BANTEN,2014-12-01,67.59,5.834027397260273,1235
422,BANTEN,2015-01-01,67.68,5.705178082191781,1237
423,BANTEN,2015-02-01,67.66250000000001,5.920117704668513,1239
424,BANTEN,2015-03-01,67.64500000000001,6.135057327145245,1241
425,BANTEN,2015-04-01,67.6275,6.3499969496219775,1244
426,BANTEN,2015-05-01,67.61,6.56493657209871,1246
427,BANTEN,2015-06-01,67.5925,6.779876194575442,1248
428,BANTEN,2015-07-01,67.575,6.994815817052174,1250
429,BANTEN,2015-08-01,67.5575,7.209755439528907,1252
430,BANTEN,2015-09-01,67.54,7.424695062005639,1254
431,BANTEN,2015-10-01,67.52250000000001,7.639634684482371,1256
432,BANTEN,2015-11-01,67.505,7.854574306959103,1259
433,BANTEN,2015-12-01,67.4875,8.069513929435836,1261
434,BANTEN,2016-01-01,67.47,8.284453551912568,1263
435,BANTEN,2016-02-01,67.35666666666667,8.21612123537191,1265
436,BANTEN,2016-03-01,67.24333333333334,8.14778891883125,1267
437,BANTEN,2016-04-01,67.13,8.079456602290591,1269
438,BANTEN,2016-05-01,67.01666666666667,8.011124285749931,1271
439,BANTEN,2016-06-01,66.90333333333334,7.9427919692092726,1273
440,BANTEN,2016-07-01,66.78999999999999,7.874459652668613,1276
441,BANTEN,2016-08-01,66.67666666666666,7.806127336127954,1278
442,BANTEN,2016-09-01,66.56333333333333,7.737795019587295,1280
443,BANTEN,2016-10-01,66.45,7.669462703046635,1282
444,BANTEN,2016-11-01,66.33666666666667,7.601130386505977,1284
445,BANTEN,2016-12-01,66.22333333333333,7.532798069965318,1286
446,BANTEN,2017-01-01,66.11,7.464465753424658,1288
447,BANTEN,2017-02-01,66.67,7.332164383561644,1290
448,BANTEN,2017-03-01,67.23,7.199863013698631,1292
449,BANTEN,2017-04-01,67.78999999999999,7.067561643835617,1294
450,BANTEN,2017-05-01,68.35,6.935260273972603,1296
451,BANTEN,2017-06-01,68.91,6.80295890410959,1298
452,BANTEN,2017-07-01,69.47,6.670657534246576,1300
453,BANTEN,2017-08-01,70.03,6.538356164383562,1303
454,BANTEN,2017-09-01,70.59,6.406054794520549,1305
455,BANTEN,2017-10-01,71.15,6.273753424657535,1307
